"date","campaign","sessions","ad.cost","ad.clicks","impressions"
2014-01-20,"Categorias Search - Mapfre Fondo Universitario",39,37.4,34,393
2014-01-20,"Categorias Search - Mapfre SCTR",34,36.41,30,257
2014-01-20,"Categorias Search - SOAT",32,36.14,35,356
2014-01-20,"Competencia Search - Mapfre Autos",9,23.94,11,64
2014-01-20,"Competencia Search - Mapfre Fondo Universitario",2,4.86,3,273
2014-01-20,"Competencia Search - Mapfre Trebol Salud",0,0,0,21
2014-01-20,"Competencia Search - SOAT",28,27.25,31,241
2014-01-20,"Display - Mapfre Trebol Salud",28,26.72,64,21173
2014-01-20,"Display - Marcas de Autos - Mapfre Autos",37,20.44,71,23787
2014-01-20,"Display I - Mapfre Fondo Universitario",96,46.09,165,78500
2014-01-20,"RMKT - Web - Fondo Universitario",34,10.96,37,8376
2014-01-21,"Brand Search - Deceso, Sepelios y Camposanto",0,0.62,7,34
2014-01-21,"Brand Search - Fondo universitario",11,1.7,6,14
2014-01-21,"Brand Search - Mapfre Autos",138,39.55,171,1139
2014-01-21,"Brand Search - Mapfre SCTR",0,0.46,2,3
2014-01-21,"Brand Search - Mapfre Trebol Salud",9,3.92,11,65
2014-01-21,"Brand Search - Soat",50,3.29,40,119
2014-01-21,"Categoria Search - Mapfre Trebol Salud",14,45.17,24,140
2014-01-21,"Categorias Search - Decesos, Sepelios y Camposanto",0,4.56,4,21
2014-01-21,"Categorias Search - Mapfre Autos",34,45.66,42,274
2014-01-21,"Categorias Search - Mapfre Fondo Universitario",21,46.19,26,390
2014-01-21,"Categorias Search - Mapfre SCTR",32,37.1,33,299
2014-01-21,"Categorias Search - SOAT",32,18.47,27,320
2014-01-21,"Competencia Search - Mapfre Autos",7,15.61,5,104
2014-01-21,"Competencia Search - Mapfre Fondo Universitario",2,5.02,2,123
2014-01-21,"Competencia Search - Mapfre Trebol Salud",0,0,0,28
2014-01-21,"Competencia Search - SOAT",39,22.78,39,239
2014-01-21,"Display - Mapfre Trebol Salud",30,27.13,67,28289
2014-01-21,"Display - Marcas de Autos - Mapfre Autos",53,24.69,79,22898
2014-01-21,"Display I - Mapfre Fondo Universitario",138,44.53,176,76956
2014-01-21,"RMKT - Web - Fondo Universitario",18,4.41,20,8227
2014-01-22,"Brand Search - Deceso, Sepelios y Camposanto",0,1.01,9,31
2014-01-22,"Brand Search - Fondo universitario",0,0.64,2,11
2014-01-22,"Brand Search - Mapfre Autos",190,40.65,182,999
2014-01-22,"Brand Search - Mapfre SCTR",0,0,0,4
2014-01-22,"Brand Search - Mapfre Trebol Salud",2,1.14,4,39
2014-01-22,"Brand Search - Soat",39,8.69,35,98
2014-01-22,"Categoria Search - Mapfre Trebol Salud",11,34.36,25,194
2014-01-22,"Categorias Search - Decesos, Sepelios y Camposanto",0,3.01,2,23
2014-01-22,"Categorias Search - Mapfre Autos",32,43.63,41,267
2014-01-22,"Categorias Search - Mapfre Fondo Universitario",23,31.57,24,406
2014-01-22,"Categorias Search - Mapfre SCTR",39,33.99,30,275
2014-01-22,"Categorias Search - SOAT",44,42.33,35,346
2014-01-22,"Competencia Search - Mapfre Autos",7,20.78,7,103
2014-01-22,"Competencia Search - Mapfre Fondo Universitario",0,5.92,3,71
2014-01-22,"Competencia Search - Mapfre Trebol Salud",0,0,0,28
2014-01-22,"Competencia Search - SOAT",18,15.15,24,237
2014-01-22,"Display - Mapfre Trebol Salud",28,26.42,73,34120
2014-01-22,"Display - Marcas de Autos - Mapfre Autos",53,23.19,77,22732
2014-01-22,"Display I - Mapfre Fondo Universitario",138,43.26,178,72060
2014-01-22,"RMKT - Web - Fondo Universitario",18,6.48,33,8151
2014-01-23,"(not set)",2,0,0,0
2014-01-23,"Brand Search - Deceso, Sepelios y Camposanto",0,0.27,4,28
2014-01-23,"Brand Search - Fondo universitario",2,0.84,4,16
2014-01-23,"Brand Search - Mapfre Autos",158,37.37,152,949
2014-01-23,"Brand Search - Mapfre SCTR",5,0.55,2,4
2014-01-23,"Brand Search - Mapfre Trebol Salud",14,4.8,15,53
2014-01-23,"Brand Search - Soat",34,9.82,37,111
2014-01-23,"Categoria Search - Mapfre Trebol Salud",14,37.51,22,180
2014-01-23,"Categorias Search - Decesos, Sepelios y Camposanto",0,5.87,4,36
2014-01-23,"Categorias Search - Mapfre Autos",18,22.19,26,246
2014-01-23,"Categorias Search - Mapfre Fondo Universitario",25,47,34,450
2014-01-23,"Categorias Search - Mapfre SCTR",23,45.31,35,293
2014-01-23,"Categorias Search - SOAT",41,49.27,36,334
2014-01-23,"Competencia Search - Mapfre Autos",5,8.59,7,102
2014-01-23,"Competencia Search - Mapfre Fondo Universitario",2,5.64,3,195
2014-01-23,"Competencia Search - Mapfre Trebol Salud",0,0,0,44
2014-01-23,"Competencia Search - SOAT",50,31.97,48,235
2014-01-23,"Display - Mapfre Trebol Salud",21,24.85,68,30710
2014-01-23,"Display - Marcas de Autos - Mapfre Autos",55,23.06,75,22196
2014-01-23,"Display I - Mapfre Fondo Universitario",126,42.25,174,72608
2014-01-23,"RMKT - Web - Fondo Universitario",23,5.46,27,8168
2014-01-24,"Brand Search - Deceso, Sepelios y Camposanto",0,0.11,2,24
2014-01-24,"Brand Search - Fondo universitario",5,0.18,1,9
2014-01-24,"Brand Search - Mapfre Autos",126,36.34,129,838
2014-01-24,"Brand Search - Mapfre SCTR",9,0.59,4,6
2014-01-24,"Brand Search - Mapfre Trebol Salud",7,0.59,6,35
2014-01-24,"Brand Search - Soat",39,8.88,31,93
2014-01-24,"Categoria Search - Mapfre Trebol Salud",14,21.85,20,196
2014-01-24,"Categorias Search - Decesos, Sepelios y Camposanto",0,0,0,17
2014-01-24,"Categorias Search - Mapfre Autos",30,29.21,27,252
2014-01-24,"Categorias Search - Mapfre Fondo Universitario",39,46.28,34,370
2014-01-24,"Categorias Search - Mapfre SCTR",25,45.15,36,281
2014-01-24,"Categorias Search - SOAT",30,53.99,38,467
2014-01-24,"Competencia Search - Mapfre Autos",11,23.18,9,83
2014-01-24,"Competencia Search - Mapfre Fondo Universitario",2,5.22,4,227
2014-01-24,"Competencia Search - Mapfre Trebol Salud",0,0,0,20
2014-01-24,"Competencia Search - SOAT",32,21.74,30,188
2014-01-24,"Display - Mapfre Trebol Salud",30,24.6,75,34941
2014-01-24,"Display - Marcas de Autos - Mapfre Autos",25,12.18,45,20572
2014-01-24,"Display I - Mapfre Fondo Universitario",76,41.83,167,76437
2014-01-24,"RMKT - Web - Fondo Universitario",21,5.6,26,7630
2014-01-25,"Brand Search - Deceso, Sepelios y Camposanto",0,0.6,6,28
2014-01-25,"Brand Search - Fondo universitario",7,1.26,4,14
2014-01-25,"Brand Search - Mapfre Autos",73,14.34,72,393
2014-01-25,"Brand Search - Mapfre SCTR",0,0,0,3
2014-01-25,"Brand Search - Mapfre Trebol Salud",5,3.5,11,33
2014-01-25,"Brand Search - Soat",30,7.71,24,67
2014-01-25,"Categoria Search - Mapfre Trebol Salud",7,14.41,8,78
2014-01-25,"Categorias Search - Decesos, Sepelios y Camposanto",0,0,0,14
2014-01-25,"Categorias Search - Mapfre Autos",16,13.41,17,102
2014-01-25,"Categorias Search - Mapfre Fondo Universitario",14,16.34,16,175
2014-01-25,"Categorias Search - Mapfre SCTR",9,12.44,11,91
2014-01-25,"Categorias Search - SOAT",28,34.41,24,167
2014-01-25,"Competencia Search - Mapfre Autos",5,23.51,6,40
2014-01-25,"Competencia Search - Mapfre Fondo Universitario",0,4.3,1,34
2014-01-25,"Competencia Search - Mapfre Trebol Salud",0,0,0,13
2014-01-25,"Competencia Search - SOAT",18,9.66,17,117
2014-01-25,"Display - Mapfre Trebol Salud",23,24.28,71,33312
2014-01-25,"Display - Marcas de Autos - Mapfre Autos",34,18.21,46,20414
2014-01-25,"Display I - Mapfre Fondo Universitario",89,40.84,167,65437
2014-01-25,"RMKT - Web - Fondo Universitario",21,5.63,27,7185
2014-01-26,"Brand Search - Deceso, Sepelios y Camposanto",0,1.41,4,27
2014-01-26,"Brand Search - Fondo universitario",5,0.21,1,4
2014-01-26,"Brand Search - Mapfre Autos",30,10.21,36,279
2014-01-26,"Brand Search - Mapfre SCTR",0,0.04,1,1
2014-01-26,"Brand Search - Mapfre Trebol Salud",7,3.11,8,24
2014-01-26,"Brand Search - Soat",14,2.38,15,36
2014-01-26,"Categoria Search - Mapfre Trebol Salud",23,31.79,20,110
2014-01-26,"Categorias Search - Decesos, Sepelios y Camposanto",0,0,0,17
2014-01-26,"Categorias Search - Mapfre Autos",16,10.89,16,108
2014-01-26,"Categorias Search - Mapfre Fondo Universitario",14,16.06,13,155
2014-01-26,"Categorias Search - Mapfre SCTR",11,6.31,6,63
2014-01-26,"Categorias Search - SOAT",7,12.67,11,97
2014-01-26,"Competencia Search - Mapfre Autos",0,0,0,20
2014-01-26,"Competencia Search - Mapfre Fondo Universitario",0,5.16,2,51
2014-01-26,"Competencia Search - Mapfre Trebol Salud",0,0,0,5
2014-01-26,"Competencia Search - SOAT",0,3.42,6,52
2014-01-26,"Display - Mapfre Trebol Salud",28,24.17,88,23935
2014-01-26,"Display - Marcas de Autos - Mapfre Autos",44,25.81,78,34086
2014-01-26,"Display I - Mapfre Fondo Universitario",101,40.4,173,57943
2014-01-26,"RMKT - Web - Fondo Universitario",11,5.27,21,7036
2014-01-27,"Brand Search - Deceso, Sepelios y Camposanto",0,0.04,3,33
2014-01-27,"Brand Search - Fondo universitario",7,1.32,5,9
2014-01-27,"Brand Search - Mapfre Autos",199,50.56,202,1060
2014-01-27,"Brand Search - Mapfre SCTR",9,0.81,4,7
2014-01-27,"Brand Search - Mapfre Trebol Salud",11,7.49,15,44
2014-01-27,"Brand Search - Soat",34,10.36,43,121
2014-01-27,"Categoria Search - Mapfre Trebol Salud",21,33.46,28,210
2014-01-27,"Categorias Search - Decesos, Sepelios y Camposanto",0,4.27,5,16
2014-01-27,"Categorias Search - Mapfre Autos",32,37.25,38,276
2014-01-27,"Categorias Search - Mapfre Fondo Universitario",37,44.67,33,385
2014-01-27,"Categorias Search - Mapfre SCTR",41,40.48,37,279
2014-01-27,"Categorias Search - SOAT",25,51.86,43,354
2014-01-27,"Competencia Search - Mapfre Autos",5,9,3,110
2014-01-27,"Competencia Search - Mapfre Fondo Universitario",2,4.69,2,11
2014-01-27,"Competencia Search - Mapfre Trebol Salud",0,0,0,33
2014-01-27,"Competencia Search - SOAT",16,33.22,26,232
2014-01-27,"Display - Mapfre Trebol Salud",37,24.91,77,27290
2014-01-27,"Display - Marcas de Autos - Mapfre Autos",69,28.86,91,30598
2014-01-27,"Display I - Mapfre Fondo Universitario",105,41.17,175,67624
2014-01-27,"RMKT - Web - Fondo Universitario",23,6.66,31,7911
2014-01-28,"Brand Search - Deceso, Sepelios y Camposanto",0,0.07,4,14
2014-01-28,"Brand Search - Fondo universitario",5,0.28,2,12
2014-01-28,"Brand Search - Mapfre Autos",158,35.95,160,1052
2014-01-28,"Brand Search - Mapfre SCTR",2,0.42,2,3
2014-01-28,"Brand Search - Mapfre Trebol Salud",18,2.81,12,50
2014-01-28,"Brand Search - Soat",32,8.79,30,95
2014-01-28,"Categoria Search - Mapfre Trebol Salud",30,37.07,26,230
2014-01-28,"Categorias Search - Decesos, Sepelios y Camposanto",0,3.92,5,20
2014-01-28,"Categorias Search - Mapfre Autos",44,41.23,42,275
2014-01-28,"Categorias Search - Mapfre Fondo Universitario",34,47.72,36,402
2014-01-28,"Categorias Search - Mapfre SCTR",39,47.75,40,295
2014-01-28,"Categorias Search - SOAT",25,37.28,32,329
2014-01-28,"Competencia Search - Mapfre Autos",14,17.02,6,101
2014-01-28,"Competencia Search - Mapfre Fondo Universitario",7,15.97,5,293
2014-01-28,"Competencia Search - Mapfre Trebol Salud",0,0,0,15
2014-01-28,"Competencia Search - SOAT",7,42.78,19,141
2014-01-28,"Display - Mapfre Trebol Salud",23,25.52,71,38052
2014-01-28,"Display - Marcas de Autos - Mapfre Autos",64,33.63,98,34787
2014-01-28,"Display I - Mapfre Fondo Universitario",99,41.57,174,60249
2014-01-28,"RMKT - Web - Fondo Universitario",25,6.5,27,8076
2014-01-28,"RMKT - Web - Mapfre Autos",9,4.15,3,1091
2014-01-29,"Brand Search - Deceso, Sepelios y Camposanto",0,0.59,6,16
2014-01-29,"Brand Search - Fondo universitario",5,0.09,1,11
2014-01-29,"Brand Search - Mapfre Autos",177,35.22,181,1043
2014-01-29,"Brand Search - Mapfre Trebol Salud",11,4.78,15,66
2014-01-29,"Brand Search - Soat",30,6.32,28,120
2014-01-29,"Categoria Search - Mapfre Trebol Salud",30,46.15,27,212
2014-01-29,"Categorias Search - Decesos, Sepelios y Camposanto",0,5.77,5,38
2014-01-29,"Categorias Search - Mapfre Autos",44,32.74,41,270
2014-01-29,"Categorias Search - Mapfre Fondo Universitario",18,40.79,35,447
2014-01-29,"Categorias Search - Mapfre SCTR",34,41.04,42,297
2014-01-29,"Categorias Search - SOAT",11,11.47,19,299
2014-01-29,"Competencia Search - Mapfre Autos",7,22.84,8,85
2014-01-29,"Competencia Search - Mapfre Fondo Universitario",2,16.28,4,105
2014-01-29,"Competencia Search - Mapfre Trebol Salud",2,1.36,1,46
2014-01-29,"Competencia Search - SOAT",32,14.34,25,176
2014-01-29,"Display - Mapfre Trebol Salud",18,24.37,71,34193
2014-01-29,"Display - Marcas de Autos - Mapfre Autos",46,22.77,85,33868
2014-01-29,"Display I - Mapfre Fondo Universitario",108,39.22,168,57960
2014-01-29,"RMKT - Web - Fondo Universitario",18,4.75,21,7663
2014-01-29,"RMKT - Web - Mapfre Autos",9,12.13,16,3680
2014-01-30,"(not set)",2,0,0,0
2014-01-30,"Brand Search - Deceso, Sepelios y Camposanto",0,0.44,7,36
2014-01-30,"Brand Search - Fondo universitario",41,0.12,1,9
2014-01-30,"Brand Search - Mapfre Autos",167,36.38,187,1077
2014-01-30,"Brand Search - Mapfre SCTR",2,0.28,2,4
2014-01-30,"Brand Search - Mapfre Trebol Salud",28,4.24,19,59
2014-01-30,"Brand Search - Soat",32,2.37,28,92
2014-01-30,"Categoria Search - Mapfre Trebol Salud",16,22.36,10,157
2014-01-30,"Categorias Search - Decesos, Sepelios y Camposanto",0,0,0,12
2014-01-30,"Categorias Search - Mapfre Autos",62,35.86,47,276
2014-01-30,"Categorias Search - Mapfre Fondo Universitario",34,47.21,37,421
2014-01-30,"Categorias Search - Mapfre SCTR",25,34.16,32,301
2014-01-30,"Categorias Search - SOAT",37,21.37,33,305
2014-01-30,"Competencia Search - Mapfre Autos",0,15.79,7,104
2014-01-30,"Competencia Search - Mapfre Fondo Universitario",11,15.39,11,382
2014-01-30,"Competencia Search - Mapfre Trebol Salud",0,0,0,27
2014-01-30,"Competencia Search - SOAT",34,16.31,29,204
2014-01-30,"Display - Mapfre Trebol Salud",14,23.53,74,38255
2014-01-30,"Display - Marcas de Autos - Mapfre Autos",71,36.76,96,35678
2014-01-30,"Display I - Mapfre Fondo Universitario",92,37.68,165,82990
2014-01-30,"Display II - Mapfre Empresarial",2,0,0,0
2014-01-30,"RMKT - Web - Fondo Universitario",21,5.91,25,7681
2014-01-30,"RMKT - Web - Mapfre Autos",14,12.76,16,3614
2014-01-31,"Brand Search - Deceso, Sepelios y Camposanto",0,0.53,7,24
2014-01-31,"Brand Search - Fondo universitario",23,0.34,2,12
2014-01-31,"Brand Search - Mapfre Autos",158,38.62,154,967
2014-01-31,"Brand Search - Mapfre SCTR",2,1.12,5,9
2014-01-31,"Brand Search - Mapfre Trebol Salud",5,1.75,9,52
2014-01-31,"Brand Search - Soat",37,6.54,40,110
2014-01-31,"Categoria Search - Mapfre Trebol Salud",21,33.53,27,137
2014-01-31,"Categorias Search - Decesos, Sepelios y Camposanto",0,3.86,3,41
2014-01-31,"Categorias Search - Mapfre Autos",23,22.33,25,230
2014-01-31,"Categorias Search - Mapfre Fondo Universitario",39,25.24,25,358
2014-01-31,"Categorias Search - Mapfre SCTR",50,47.94,38,293
2014-01-31,"Categorias Search - SOAT",25,19.93,22,284
2014-01-31,"Competencia Search - Mapfre Autos",2,4.75,3,42
2014-01-31,"Competencia Search - Mapfre Fondo Universitario",7,12.32,5,163
2014-01-31,"Competencia Search - Mapfre Trebol Salud",0,0,0,11
2014-01-31,"Competencia Search - SOAT",18,52.28,36,243
2014-01-31,"Display - Mapfre Trebol Salud",28,21.77,62,37314
2014-01-31,"Display - Marcas de Autos - Mapfre Autos",41,23.16,72,33473
2014-01-31,"Display I - Mapfre Fondo Universitario",89,30.53,119,46582
2014-01-31,"RMKT - Web - Fondo Universitario",25,5.19,21,7157
2014-01-31,"RMKT - Web - Mapfre Autos",9,4.29,7,3222
2014-02-01,"(not set)",2,0,0,0
2014-02-01,"Brand Search - Deceso, Sepelios y Camposanto",0,0.14,6,16
2014-02-01,"Brand Search - Fondo universitario",2,0,0,9
2014-02-01,"Brand Search - Mapfre Autos",76,19.24,75,453
2014-02-01,"Brand Search - Mapfre SCTR",0,0.8,4,3
2014-02-01,"Brand Search - Mapfre Trebol Salud",0,1.39,5,26
2014-02-01,"Brand Search - Soat",18,4.24,27,72
2014-02-01,"Categoria Search - Mapfre Trebol Salud",14,14.3,9,75
2014-02-01,"Categorias Search - Decesos, Sepelios y Camposanto",0,5.37,6,13
2014-02-01,"Categorias Search - Mapfre Autos",16,15.24,18,144
2014-02-01,"Categorias Search - Mapfre Fondo Universitario",21,25.58,16,205
2014-02-01,"Categorias Search - Mapfre SCTR",28,21.68,21,153
2014-02-01,"Categorias Search - SOAT",16,14.6,20,196
2014-02-01,"Competencia Search - Mapfre Autos",5,5.18,3,33
2014-02-01,"Competencia Search - Mapfre Fondo Universitario",5,11.25,8,295
2014-02-01,"Competencia Search - SOAT",21,13.62,20,100
2014-02-01,"Display - Mapfre Trebol Salud",32,27.88,88,48757
2014-02-01,"Display - Marcas de Autos - Mapfre Autos",53,26.06,84,30822
2014-02-01,"Display I - Mapfre Fondo Universitario",163,50.56,252,110396
2014-02-01,"RMKT - Web - Fondo Universitario",18,3.8,18,6615
2014-02-01,"RMKT - Web - Mapfre Autos",2,1.19,6,2295
2014-02-02,"Brand Search - Deceso, Sepelios y Camposanto",0,0.42,6,16
2014-02-02,"Brand Search - Fondo universitario",2,0.83,2,6
2014-02-02,"Brand Search - Mapfre Autos",57,8.21,43,242
2014-02-02,"Brand Search - Mapfre Trebol Salud",11,4.11,6,20
2014-02-02,"Brand Search - Soat",18,1.24,13,44
2014-02-02,"Categoria Search - Mapfre Trebol Salud",5,11.62,9,83
2014-02-02,"Categorias Search - Decesos, Sepelios y Camposanto",0,5.91,10,45
2014-02-02,"Categorias Search - Mapfre Autos",9,5.87,8,90
2014-02-02,"Categorias Search - Mapfre Fondo Universitario",5,20.22,16,172
2014-02-02,"Categorias Search - Mapfre SCTR",7,4.98,5,56
2014-02-02,"Categorias Search - SOAT",5,4.89,7,118
2014-02-02,"Competencia Search - Mapfre Autos",0,1.49,3,17
2014-02-02,"Competencia Search - Mapfre Fondo Universitario",7,13.84,10,197
2014-02-02,"Competencia Search - SOAT",14,3.53,5,50
2014-02-02,"Display - Mapfre Trebol Salud",16,28.69,109,47737
2014-02-02,"Display - Marcas de Autos - Mapfre Autos",30,24.35,64,30464
2014-02-02,"Display I - Mapfre Fondo Universitario",140,52.29,248,82774
2014-02-02,"RMKT - Web - Fondo Universitario",16,3.22,18,5976
2014-02-02,"RMKT - Web - Mapfre Autos",21,10.84,12,2291
2014-02-03,"Brand Search - Deceso, Sepelios y Camposanto",0,0.5,4,15
2014-02-03,"Brand Search - Fondo universitario",7,2.4,4,11
2014-02-03,"Brand Search - Mapfre Autos",193,38.55,181,1110
2014-02-03,"Brand Search - Mapfre SCTR",9,1.48,5,12
2014-02-03,"Brand Search - Mapfre Trebol Salud",7,4.47,9,47
2014-02-03,"Brand Search - Soat",23,9.13,40,109
2014-02-03,"Categoria Search - Mapfre Trebol Salud",28,34.82,26,212
2014-02-03,"Categorias Search - Decesos, Sepelios y Camposanto",0,5.7,8,64
2014-02-03,"Categorias Search - Mapfre Autos",39,27.43,31,268
2014-02-03,"Categorias Search - Mapfre Fondo Universitario",18,42.31,22,439
2014-02-03,"Categorias Search - Mapfre SCTR",48,47.97,45,298
2014-02-03,"Categorias Search - SOAT",23,33.58,34,319
2014-02-03,"Competencia Search - Mapfre Autos",5,23.46,6,69
2014-02-03,"Competencia Search - Mapfre Fondo Universitario",14,17.94,16,604
2014-02-03,"Competencia Search - Mapfre Trebol Salud",0,2.98,1,20
2014-02-03,"Competencia Search - SOAT",37,36.06,30,191
2014-02-03,"Display - Mapfre Trebol Salud",21,29.86,92,39439
2014-02-03,"Display - Marcas de Autos - Mapfre Autos",46,29.27,86,36068
2014-02-03,"Display I - Mapfre Fondo Universitario",124,54.08,252,98285
2014-02-03,"RMKT - Web - Fondo Universitario",25,5.1,28,7080
2014-02-03,"RMKT - Web - Mapfre Autos",5,8.49,10,3495
2014-02-04,"Brand Search - Deceso, Sepelios y Camposanto",0,0.36,8,15
2014-02-04,"Brand Search - Fondo universitario",16,0.97,3,12
2014-02-04,"Brand Search - Mapfre Autos",156,32.26,156,978
2014-02-04,"Brand Search - Mapfre SCTR",2,0.91,5,9
2014-02-04,"Brand Search - Mapfre Trebol Salud",0,3.42,14,77
2014-02-04,"Brand Search - Soat",50,15.45,55,136
2014-02-04,"Categoria Search - Mapfre Trebol Salud",28,41.93,28,210
2014-02-04,"Categorias Search - Decesos, Sepelios y Camposanto",0,3.31,6,179
2014-02-04,"Categorias Search - Mapfre Autos",11,19.95,20,208
2014-02-04,"Categorias Search - Mapfre Fondo Universitario",14,35,13,234
2014-02-04,"Categorias Search - Mapfre SCTR",25,36.85,29,278
2014-02-04,"Categorias Search - SOAT",28,41.48,32,333
2014-02-04,"Competencia Search - Mapfre Autos",2,11.83,3,94
2014-02-04,"Competencia Search - Mapfre Fondo Universitario",7,18.24,6,338
2014-02-04,"Competencia Search - Mapfre Trebol Salud",0,0,0,16
2014-02-04,"Competencia Search - SOAT",21,41.17,22,214
2014-02-04,"Display - Mapfre Trebol Salud",7,29.19,92,33572
2014-02-04,"Display - Marcas de Autos - Mapfre Autos",78,35.84,98,30855
2014-02-04,"Display I - Mapfre Fondo Universitario",190,52.99,249,110916
2014-02-04,"RMKT - Web - Fondo Universitario",39,4.88,28,6379
2014-02-04,"RMKT - Web - Mapfre Autos",18,8.42,14,3076
2014-02-05,"Brand Search - Deceso, Sepelios y Camposanto",0,0.38,5,15
2014-02-05,"Brand Search - Fondo universitario",11,0.45,2,13
2014-02-05,"Brand Search - Mapfre Autos",183,34.64,170,1054
2014-02-05,"Brand Search - Mapfre SCTR",5,0.79,5,8
2014-02-05,"Brand Search - Mapfre Trebol Salud",9,3.3,14,50
2014-02-05,"Brand Search - Soat",62,13.21,58,127
2014-02-05,"Categoria Search - Mapfre Trebol Salud",18,37.94,22,190
